# distance R13
4.000 4.100 4.200 4.300 4.400 4.500 4.600 4.700 4.800 4.900 5.000 5.100 5.200 5.300 5.400 5.500 5.600 5.700 5.800 5.900 6.000 6.100 6.200 6.300 6.400 6.500 6.600 6.700 6.800 6.900 7.000 7.100 7.200 7.300 7.400 7.500 7.600 7.700 7.800 7.900 8.000 8.100 8.200 8.300 8.400 8.500  
# GG.HH
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.002 0.008 0.037 0.160 0.572 1.432 2.276 2.248 1.470 0.753 0.378 0.210 0.128 0.083 0.059 0.044 0.034 0.026 0.020 0.016 0.012 0.010 0.009 0.007 0.004 0.002 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000  
# GG.EE
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.001 0.003 0.006 0.013 0.024 0.038 0.055 0.078 0.105 0.138 0.178 0.234 0.317 0.435 0.585 0.741 0.868 0.941 0.958 0.943 0.908 0.843 0.718 0.508 0.260 0.083 0.015 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000  
# GG.CC
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.001 0.003 0.006 0.013 0.024 0.038 0.055 0.078 0.105 0.138 0.178 0.234 0.317 0.435 0.585 0.741 0.868 0.941 0.958 0.943 0.908 0.843 0.718 0.508 0.260 0.083 0.015 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000  
