# ALA.E 0

# ARG.E 8
0.523092 2.1626 0.6083 -1.5329 0.0221 0.0353 200.0000

# TRP.E 8
0.100873 4.0817 0.4942 -0.3135 0.0965 0.1351 26.3745
0.072151 4.2472 1.0114 -0.6323 0.0942 0.1494 94.9609
0.060892 4.5319 0.7737 -0.9309 0.0486 0.1606 135.7097
0.389246 4.1270 0.4522 -2.7399 0.0960 0.1260 31.7716
0.076517 4.1805 0.9970 -2.5490 0.0657 0.0804 151.3292
0.117877 4.4674 0.6055 -2.2181 0.1089 0.1757 95.3035
0.114660 4.2542 1.6274 -1.3482 0.1146 0.1082 64.4129
0.067785 4.2126 1.6472 -1.8314 0.0955 0.0921 113.5635

# TYR.E 3
0.251570 4.1766 0.7892 -0.5066 0.0540 0.1185 132.6475
0.187727 4.2017 1.6803 -1.5279 0.0470 0.0496 82.8483
0.560704 4.1617 0.7304 -2.6405 0.0500 0.0998 123.5631

# VAL.E 3
0.742921 2.1885 0.6089 -1.5442 0.0208 0.0323 200.0000
0.080034 2.2102 1.0457 -1.2603 0.0238 0.0432 200.0000
0.177045 2.2008 1.0576 -1.8543 0.0222 0.0454 200.0000
