# planar angle A13
50.00	51.50	53.00	54.50	56.00	57.50	59.00	60.50	62.00	63.50	65.00	66.50	68.00	69.50	71.00	72.50	74.00	75.50	77.00	78.50	80.00	81.50	83.00	84.50	86.00	87.50	89.00	90.50	92.00	93.50	95.00	96.50	98.00	99.50	101.00	102.50	104.00	105.50	107.00	108.50	110.00	111.50	113.00	114.50	116.00	117.50	119.00	120.50	122.00	123.50	125.00	126.50	128.00	129.50	131.00	132.50	134.00	135.50	137.00	138.50	140.00	141.50	143.00	144.50	146.00	147.50	149.00	150.50	152.00	153.50	155.00	156.50	158.00	159.50	161.00	162.50	164.00	165.50	167.00	168.50	170.00	171.50	173.00	174.50	176.00	177.50	179.00	
# AA.AA
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.011	0.028	0.063	0.099	0.103	0.074	0.043	0.024	0.015	0.011	0.008	0.006	0.006	0.006	0.006	0.006	0.006	0.007	0.007	0.007	0.007	0.008	0.008	0.008	0.007	0.007	0.007	0.007	0.007	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.005	0.004	0.003	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.CC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.005	0.010	0.014	0.019	0.027	0.035	0.040	0.040	0.034	0.026	0.020	0.015	0.012	0.011	0.011	0.013	0.014	0.015	0.017	0.018	0.018	0.020	0.022	0.022	0.019	0.017	0.015	0.014	0.013	0.012	0.011	0.011	0.010	0.009	0.009	0.009	0.008	0.007	0.006	0.004	0.003	0.002	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.EE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.001	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.004	0.004	0.005	0.005	0.006	0.008	0.010	0.010	0.011	0.014	0.016	0.018	0.020	0.023	0.025	0.026	0.028	0.030	0.031	0.032	0.030	0.030	0.032	0.034	0.032	0.030	0.029	0.023	0.017	0.015	0.013	0.010	0.007	0.005	0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.013	0.039	0.092	0.147	0.151	0.104	0.053	0.024	0.012	0.007	0.005	0.003	0.002	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.008	0.030	0.060	0.073	0.071	0.059	0.040	0.026	0.013	0.003	0.001	0.005	0.013	0.016	0.014	0.013	0.018	0.016	0.011	0.015	0.022	0.023	0.011	0.004	0.008	0.012	0.012	0.011	0.006	0.001	0.003	0.012	0.020	0.013	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.EH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.010	0.018	0.023	0.024	0.019	0.012	0.008	0.007	0.004	0.001	0.000	0.000	0.002	0.008	0.016	0.015	0.007	0.005	0.010	0.012	0.015	0.027	0.034	0.025	0.018	0.013	0.011	0.015	0.017	0.020	0.028	0.026	0.019	0.025	0.047	0.054	0.033	0.018	0.011	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.HC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.004	0.007	0.013	0.023	0.028	0.029	0.029	0.033	0.041	0.046	0.043	0.035	0.030	0.029	0.029	0.030	0.030	0.026	0.020	0.016	0.011	0.008	0.008	0.007	0.007	0.007	0.007	0.007	0.007	0.006	0.005	0.004	0.005	0.006	0.005	0.004	0.003	0.004	0.004	0.004	0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.CH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.002	0.006	0.010	0.014	0.017	0.018	0.023	0.030	0.030	0.027	0.020	0.011	0.006	0.008	0.012	0.013	0.013	0.016	0.022	0.021	0.017	0.018	0.023	0.028	0.028	0.021	0.019	0.019	0.018	0.017	0.017	0.016	0.014	0.012	0.010	0.010	0.010	0.011	0.013	0.010	0.007	0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.EC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.003	0.004	0.006	0.007	0.008	0.010	0.011	0.011	0.009	0.007	0.009	0.012	0.015	0.020	0.027	0.028	0.027	0.028	0.031	0.029	0.024	0.024	0.028	0.030	0.028	0.026	0.023	0.019	0.017	0.017	0.017	0.017	0.018	0.017	0.015	0.011	0.009	0.007	0.004	0.002	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.CE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.002	0.003	0.004	0.006	0.011	0.018	0.022	0.025	0.026	0.023	0.019	0.018	0.015	0.010	0.011	0.015	0.015	0.012	0.011	0.012	0.015	0.017	0.016	0.016	0.019	0.017	0.012	0.011	0.014	0.018	0.019	0.018	0.016	0.016	0.016	0.016	0.018	0.022	0.024	0.021	0.014	0.009	0.008	0.007	0.004	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.AA
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.007	0.015	0.032	0.057	0.074	0.071	0.053	0.035	0.024	0.016	0.012	0.011	0.012	0.012	0.013	0.013	0.012	0.012	0.011	0.010	0.009	0.008	0.008	0.008	0.008	0.008	0.008	0.008	0.008	0.008	0.007	0.006	0.006	0.006	0.006	0.007	0.008	0.008	0.007	0.005	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.CC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.005	0.006	0.011	0.024	0.038	0.040	0.042	0.043	0.036	0.027	0.021	0.018	0.019	0.021	0.020	0.018	0.016	0.017	0.018	0.015	0.014	0.013	0.013	0.016	0.015	0.010	0.009	0.009	0.008	0.007	0.007	0.006	0.006	0.007	0.008	0.010	0.011	0.011	0.009	0.007	0.005	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.EE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.001	0.000	0.000	0.000	0.001	0.003	0.004	0.005	0.009	0.015	0.021	0.026	0.027	0.025	0.022	0.019	0.016	0.013	0.014	0.017	0.018	0.020	0.025	0.026	0.023	0.029	0.030	0.025	0.023	0.022	0.018	0.014	0.018	0.026	0.030	0.024	0.014	0.008	0.006	0.006	0.007	0.007	0.004	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.HH
