# torsion angle T14
-180.00	-177.00	-174.00	-171.00	-168.00	-165.00	-162.00	-159.00	-156.00	-153.00	-150.00	-147.00	-144.00	-141.00	-138.00	-135.00	-132.00	-129.00	-126.00	-123.00	-120.00	-117.00	-114.00	-111.00	-108.00	-105.00	-102.00	-99.00	-96.00	-93.00	-90.00	-87.00	-84.00	-81.00	-78.00	-75.00	-72.00	-69.00	-66.00	-63.00	-60.00	-57.00	-54.00	-51.00	-48.00	-45.00	-42.00	-39.00	-36.00	-33.00	-30.00	-27.00	-24.00	-21.00	-18.00	-15.00	-12.00	-9.00	-6.00	-3.00	0.00	3.00	6.00	9.00	12.00	15.00	18.00	21.00	24.00	27.00	30.00	33.00	36.00	39.00	42.00	45.00	48.00	51.00	54.00	57.00	60.00	63.00	66.00	69.00	72.00	75.00	78.00	81.00	84.00	87.00	90.00	93.00	96.00	99.00	102.00	105.00	108.00	111.00	114.00	117.00	120.00	123.00	126.00	129.00	132.00	135.00	138.00	141.00	144.00	147.00	150.00	153.00	156.00	159.00	162.00	165.00	168.00	171.00	174.00	177.00	180.00	
# AA.AA
0.001	0.002	0.002	0.002	0.003	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.003	0.005	0.009	0.018	0.030	0.040	0.038	0.028	0.015	0.007	0.004	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	
# AA.CC
0.001	0.002	0.003	0.003	0.003	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.005	0.005	0.005	0.004	0.004	0.004	0.005	0.006	0.006	0.005	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.003	0.003	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.005	0.005	0.005	0.006	0.006	0.006	0.005	0.004	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.002	0.002	0.001	
# AA.EE
0.007	0.011	0.014	0.016	0.017	0.017	0.017	0.015	0.013	0.011	0.010	0.010	0.009	0.008	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.002	0.003	0.004	0.006	0.007	0.008	0.008	0.008	0.006	
# AA.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.002	0.003	0.006	0.013	0.026	0.045	0.060	0.058	0.042	0.023	0.010	0.005	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.008	0.015	0.016	0.009	0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.008	0.015	0.016	0.010	0.004	0.001	0.002	0.007	0.018	0.029	0.028	0.018	0.007	0.002	0.000	0.000	0.000	0.001	0.004	0.010	0.016	0.015	0.008	0.003	0.004	0.010	0.016	0.015	0.008	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AA.EH
0.002	0.006	0.010	0.011	0.009	0.006	0.003	0.003	0.005	0.005	0.004	0.005	0.005	0.005	0.006	0.009	0.010	0.008	0.007	0.004	0.002	0.001	0.002	0.008	0.016	0.022	0.018	0.009	0.003	0.000	0.000	0.000	0.001	0.002	0.004	0.005	0.003	0.001	0.000	0.000	0.000	0.002	0.005	0.009	0.009	0.005	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.004	0.005	0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.005	0.006	0.008	0.013	0.014	0.009	0.004	
# AA.HC
0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.006	0.008	0.009	0.008	0.008	0.009	0.010	0.010	0.010	0.011	0.012	0.012	0.011	0.009	0.007	0.005	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.005	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.002	0.002	0.002	
# AA.CH
0.001	0.001	0.001	0.003	0.004	0.005	0.005	0.005	0.004	0.004	0.003	0.003	0.003	0.003	0.004	0.006	0.007	0.008	0.007	0.007	0.006	0.005	0.006	0.006	0.006	0.005	0.004	0.004	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.001	0.002	0.003	0.004	0.004	0.003	0.003	0.003	0.003	0.004	0.005	0.005	0.005	0.005	0.004	0.003	0.002	0.002	0.004	0.005	0.006	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.002	0.003	0.003	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.000	0.000	
# AA.EC
0.002	0.004	0.006	0.006	0.005	0.005	0.005	0.006	0.007	0.007	0.008	0.008	0.008	0.009	0.011	0.011	0.011	0.010	0.009	0.008	0.008	0.009	0.010	0.010	0.009	0.008	0.007	0.006	0.005	0.003	0.002	0.002	0.002	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.002	0.003	0.003	0.002	0.001	0.001	0.002	0.003	0.003	0.003	0.004	0.005	0.005	0.003	
# AA.CE
0.002	0.003	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.004	0.005	0.006	0.007	0.008	0.009	0.009	0.009	0.008	0.007	0.006	0.005	0.004	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.003	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.005	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.003	0.004	0.004	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.003	0.001	
# AC.AA
0.001	0.002	0.003	0.004	0.005	0.005	0.005	0.005	0.005	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.003	0.003	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.005	0.007	0.012	0.020	0.026	0.027	0.023	0.016	0.011	0.008	0.005	0.004	0.002	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
# AC.CC
0.001	0.002	0.002	0.003	0.002	0.003	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.003	0.003	0.004	0.005	0.006	0.006	0.005	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.003	0.003	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.002	0.002	0.003	0.003	0.003	0.003	0.004	0.004	0.003	0.003	0.003	0.004	0.004	0.004	0.004	0.005	0.007	0.009	0.010	0.010	0.008	0.007	0.006	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	
# AC.EE
0.005	0.007	0.010	0.014	0.018	0.020	0.020	0.019	0.017	0.015	0.012	0.011	0.009	0.009	0.009	0.009	0.008	0.007	0.006	0.006	0.006	0.006	0.005	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.003	0.004	0.005	0.005	0.004	
# AC.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	0.002	0.003	0.006	0.011	0.022	0.037	0.050	0.051	0.042	0.028	0.018	0.012	0.009	0.005	0.003	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.013	0.034	0.050	0.041	0.019	0.005	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.011	0.031	0.049	0.043	0.022	0.006	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.EH
