# distance R13
3.20	3.30	3.40	3.50	3.60	3.70	3.80	3.90	4.00	4.10	4.20	4.30	4.40	4.50	4.60	4.70	4.80	4.90	5.00	5.10	5.20	5.30	5.40	5.50	5.60	5.70	5.80	5.90	6.00	6.10	6.20	6.30	6.40	6.50	6.60	6.70	6.80	6.90	7.00	7.10	7.20	7.30	7.40	7.50	7.60	7.70	7.80	
# AA.AA
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.002	0.003	0.004	0.007	0.020	0.066	0.207	0.523	1.004	1.424	1.485	1.165	0.731	0.412	0.249	0.184	0.167	0.170	0.183	0.201	0.217	0.225	0.227	0.228	0.227	0.216	0.186	0.135	0.078	0.035	0.012	0.003	0.001	0.000	
# AA.CC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.003	0.006	0.009	0.013	0.014	0.016	0.028	0.060	0.123	0.227	0.378	0.554	0.692	0.728	0.653	0.522	0.406	0.347	0.350	0.394	0.459	0.520	0.554	0.545	0.502	0.449	0.401	0.352	0.290	0.207	0.119	0.053	0.018	0.004	0.001	0.000	
# AA.EE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.009	0.019	0.030	0.040	0.051	0.059	0.065	0.071	0.085	0.113	0.154	0.209	0.279	0.373	0.495	0.634	0.775	0.913	1.044	1.129	1.112	0.954	0.687	0.403	0.188	0.068	0.019	0.006	0.004	
# AA.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.018	0.077	0.273	0.731	1.440	2.047	2.096	1.565	0.885	0.411	0.180	0.085	0.045	0.028	0.023	0.021	0.018	0.014	0.010	0.008	0.006	0.005	0.004	0.002	0.001	0.001	0.000	0.000	0.000	0.000	
# AA.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.011	0.035	0.075	0.106	0.116	0.172	0.377	0.729	1.033	1.085	0.889	0.604	0.368	0.247	0.240	0.287	0.335	0.376	0.412	0.429	0.407	0.353	0.296	0.257	0.246	0.230	0.167	0.083	0.027	0.006	0.001	0.000	0.000	0.000	
# AA.EH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.009	0.039	0.116	0.242	0.362	0.397	0.329	0.222	0.134	0.086	0.091	0.151	0.227	0.281	0.348	0.463	0.568	0.586	0.565	0.630	0.811	0.992	0.996	0.753	0.405	0.150	0.037	0.006	0.001	0.000	
# AA.HC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.006	0.012	0.022	0.045	0.092	0.178	0.304	0.443	0.573	0.698	0.811	0.868	0.851	0.795	0.737	0.666	0.560	0.433	0.325	0.258	0.226	0.209	0.197	0.185	0.168	0.141	0.102	0.058	0.025	0.007	0.001	0.000	0.000	
# AA.CH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.012	0.032	0.072	0.141	0.236	0.344	0.450	0.528	0.537	0.466	0.367	0.317	0.340	0.412	0.501	0.583	0.645	0.668	0.645	0.592	0.532	0.478	0.421	0.332	0.209	0.096	0.031	0.007	0.001	0.000	
# AA.EC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.007	0.019	0.036	0.058	0.085	0.123	0.169	0.210	0.230	0.238	0.273	0.368	0.501	0.621	0.705	0.762	0.797	0.806	0.785	0.742	0.689	0.616	0.497	0.339	0.190	0.087	0.032	0.009	0.002	0.000	
# AA.CE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.005	0.009	0.012	0.015	0.019	0.023	0.034	0.062	0.114	0.198	0.309	0.417	0.476	0.469	0.415	0.356	0.325	0.322	0.330	0.349	0.386	0.432	0.467	0.490	0.520	0.566	0.631	0.681	0.643	0.485	0.277	0.116	0.035	0.007	0.001	0.000	
# AC.AA
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.005	0.007	0.008	0.011	0.028	0.083	0.225	0.499	0.861	1.133	1.142	0.915	0.628	0.423	0.331	0.314	0.317	0.308	0.284	0.263	0.254	0.257	0.264	0.268	0.264	0.255	0.235	0.191	0.126	0.064	0.024	0.007	0.001	0.000	
# AC.CC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.007	0.011	0.012	0.008	0.007	0.015	0.041	0.100	0.217	0.411	0.636	0.795	0.822	0.726	0.589	0.502	0.482	0.485	0.472	0.445	0.419	0.401	0.375	0.334	0.293	0.277	0.289	0.293	0.250	0.165	0.080	0.028	0.007	0.001	0.000	
# AC.EE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.011	0.016	0.017	0.016	0.023	0.048	0.101	0.195	0.330	0.471	0.561	0.569	0.528	0.514	0.575	0.687	0.790	0.849	0.863	0.836	0.754	0.592	0.377	0.185	0.067	0.018	0.003	0.000	
# AC.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.010	0.035	0.129	0.390	0.891	1.524	1.938	1.842	1.335	0.774	0.396	0.208	0.126	0.089	0.072	0.065	0.057	0.042	0.025	0.013	0.007	0.005	0.004	0.005	0.005	0.005	0.002	0.001	0.000	0.000	0.000	
# AC.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.007	0.034	0.110	0.228	0.315	0.337	0.392	0.533	0.629	0.588	0.553	0.647	0.780	0.805	0.702	0.545	0.403	0.335	0.363	0.419	0.435	0.386	0.268	0.132	0.043	0.009	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
# AC.EH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.008	0.045	0.172	0.423	0.672	0.690	0.458	0.204	0.092	0.120	0.206	0.251	0.239	0.292	0.513	0.792	0.896	0.799	0.719	0.764	0.751	0.538	0.256	0.080	0.016	0.002	0.000	0.000	
# AC.HC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.006	0.024	0.070	0.150	0.267	0.462	0.770	1.087	1.219	1.094	0.828	0.595	0.474	0.431	0.403	0.354	0.275	0.182	0.116	0.102	0.117	0.123	0.125	0.143	0.162	0.153	0.120	0.080	0.044	0.018	0.005	0.001	
# AC.CH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.014	0.050	0.121	0.206	0.282	0.384	0.563	0.771	0.874	0.786	0.586	0.438	0.404	0.418	0.423	0.433	0.433	0.391	0.341	0.344	0.375	0.357	0.283	0.213	0.174	0.147	0.106	0.056	0.020	0.005	0.001	
# AC.EC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.010	0.036	0.089	0.159	0.218	0.259	0.289	0.311	0.345	0.433	0.573	0.699	0.754	0.736	0.671	0.608	0.595	0.614	0.605	0.555	0.498	0.420	0.293	0.153	0.057	0.015	0.003	0.000	
# AC.CE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.008	0.023	0.047	0.069	0.072	0.056	0.032	0.023	0.051	0.144	0.304	0.468	0.546	0.536	0.509	0.505	0.532	0.588	0.618	0.557	0.431	0.322	0.281	0.314	0.410	0.511	0.542	0.486	0.386	0.283	0.186	0.101	0.042	0.012	0.002	0.000	
# AD.AA
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.006	0.019	0.067	0.196	0.460	0.828	1.126	1.165	0.955	0.665	0.432	0.289	0.221	0.204	0.219	0.248	0.276	0.302	0.325	0.341	0.346	0.336	0.310	0.264	0.196	0.119	0.055	0.019	0.005	0.001	0.000	
# AD.CC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.006	0.019	0.050	0.125	0.274	0.494	0.712	0.834	0.815	0.682	0.505	0.359	0.284	0.281	0.324	0.374	0.408	0.430	0.444	0.441	0.424	0.405	0.388	0.352	0.276	0.172	0.081	0.028	0.007	0.001	0.000	
# AD.EE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.004	0.010	0.022	0.041	0.065	0.090	0.110	0.121	0.128	0.134	0.138	0.141	0.158	0.204	0.285	0.398	0.530	0.675	0.834	0.989	1.082	1.067	0.954	0.769	0.538	0.310	0.140	0.048	0.012	0.002	0.000	
# AD.HH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.007	0.024	0.093	0.303	0.755	1.398	1.893	1.883	1.418	0.864	0.477	0.269	0.165	0.110	0.078	0.058	0.045	0.034	0.027	0.022	0.020	0.018	0.015	0.010	0.006	0.003	0.001	0.000	0.000	0.000	0.000	
# AD.HE
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.005	0.028	0.095	0.209	0.299	0.301	0.270	0.291	0.314	0.272	0.250	0.390	0.690	0.996	1.142	1.042	0.755	0.489	0.377	0.341	0.298	0.287	0.313	0.282	0.174	0.070	0.018	0.003	0.000	
# AD.EH
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.013	0.048	0.129	0.258	0.409	0.547	0.664	0.755	0.792	0.741	0.600	0.419	0.281	0.235	0.260	0.302	0.327	0.336	0.337	0.336	0.354	0.392	0.421	0.405	0.324	0.198	0.085	0.025	0.005	0.001	0.000	
# AD.HC
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.014	0.054	0.156	0.341	0.582	0.797	0.898	0.851	0.699	0.525	0.397	0.338	0.334	0.348	0.360	0.376	0.405	0.440	0.459	0.449	0.402	0.317	0.216	0.128	0.068	0.030	0.011	0.003	0.000	0.000	
# AD.CH
0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.006	0.007	0.006	0.003	0.001	0.000	0.000	0.000	0.001	0.004	0.018	0.061	0.157	0.320	0.526	0.691	0.730	0.642	0.494	0.356	0.273	0.246	0.269	0.339	0.439	0.533	0.590	0.602	0.567	0.497	0.425	0.374	0.326	0.248	0.149	0.067	0.022	0.005	0.001	0.000	
# AD.EC
