# ALA.H 0

# ARG.H 8
0.536495 2.1590 0.5791 -1.5246 0.0211 0.0351 200.0000

# TRP.H 8
0.201220 4.0425 0.5512 -0.2167 0.1021 0.1514 21.4979
0.200438 4.1949 1.0376 -0.5984 0.0897 0.1204 73.2050
0.051635 4.5280 0.7224 -0.9386 0.0497 0.1674 117.8036
0.268033 4.0215 0.4107 -3.0886 0.0971 0.1815 11.6329
0.021436 4.2250 1.0119 -2.5434 0.1034 0.0703 82.8414
0.149898 4.5076 0.6774 -2.2575 0.0628 0.1626 123.3972
0.088719 4.1917 1.6340 -1.2755 0.0791 0.0854 62.3958
0.018620 4.2283 1.5508 -1.9142 0.1011 0.2494 96.6970

# TYR.H 3
0.470309 4.1631 0.8069 -0.4858 0.0531 0.1099 140.8317
0.044815 4.2152 1.6234 -1.5078 0.0555 0.0675 40.1336
0.484876 4.1624 0.6504 -2.7321 0.0575 0.1272 63.0159

# VAL.H 3
0.812662 2.1886 0.5753 -1.4891 0.0197 0.0342 200.0000
0.062641 2.2033 0.9827 -1.2307 0.0228 0.0585 200.0000
0.124696 2.1996 1.0118 -1.8655 0.0223 0.0494 200.0000
